id;country_code;gender;education;random1;random2;random3
3796;MY;Female;Primary;0,10950158;5;4
3797;CO;Female;Primary;0,240268046;5;2
3798;MY;Female;Secondary;0,241449253;4;4
3799;EG;Male;Primary;0,633354985;5;3
3800;CO;Male;Degree;0,874871427;2;2
3801;NG;Other;Secondary;0,410469787;4;0
3802;EG;Female;None;0,130748491;6;3
3803;NG;Female;Further education;0,025471002;3;0
3804;DE;Male;Further education;0,689853174;3;1
3805;EG;Female;Secondary;0,245260648;4;3
3806;MY;Female;Degree;0,383808215;2;4
3807;DE;Female;Secondary;0,107781414;4;1
3808;CO;Other;Secondary;0,500628648;4;2
3809;NG;Male;None;0,802313313;6;0
3810;EG;Female;Degree;0,049286564;2;3
3811;CO;Male;Degree;0,671788302;2;2
3812;EG;Female;Primary;0,158859415;5;3
3813;EG;Male;None;0,688636483;6;3
3814;MY;Female;Post-graduate qualifications;0,020498194;1;4
3815;DE;Male;None;0,655800822;6;1
3816;MY;Female;Secondary;0,12646309;4;4
3817;CO;Male;Degree;0,956873856;2;2
3818;EG;Female;Degree;0,354850185;2;3
3819;NG;Female;Secondary;0,393874075;4;0
3820;NG;Male;Primary;0,754832902;5;0
3821;CO;Female;Post-graduate qualifications;0,380634623;1;2
3822;NG;Female;None;0,027420962;6;0
3823;MY;Female;Primary;0,369539447;5;4
3824;CO;Male;Post-graduate qualifications;0,816281916;1;2
3825;DE;Male;Further education;0,831620114;3;1
3826;NG;Male;Secondary;0,637316337;4;0
3827;MY;Female;None;0,387308002;6;4
3828;EG;Male;Degree;0,86324836;2;3
3829;DE;Male;Primary;0,64602299;5;1
3830;CO;Other;Secondary;0,58291191;4;2
3831;EG;Female;Primary;0,239173269;5;3
3832;MY;Other;Post-graduate qualifications;0,440007818;1;4
3833;EG;Male;Degree;0,721565237;2;3
3834;MY;Male;Secondary;0,949733448;4;4
3835;NG;Male;Secondary;0,65338603;4;0
3836;MY;Female;Post-graduate qualifications;0,089010769;1;4
3837;DE;Female;None;0,07521562;6;1
3838;MY;Male;Degree;0,637542635;2;4
3839;MY;Other;Further education;0,587807088;3;4
3840;MY;Female;Primary;0,255397757;5;4
3841;MY;Male;Degree;0,687693883;2;4
3842;DE;Male;Degree;0,718961843;2;1
3843;NG;Male;Post-graduate qualifications;0,896168858;1;0
3844;NG;Male;Primary;0,757015015;5;0
3845;NG;Male;Further education;0,880852137;3;0
3846;CO;Male;Post-graduate qualifications;0,812425543;1;2
3847;DE;Male;None;0,690477231;6;1
3848;CO;Male;Further education;0,861643097;3;2
3849;EG;Male;Secondary;0,888791206;4;3
3850;MY;Male;Secondary;0,903445529;4;4
3851;DE;Male;Secondary;0,643875136;4;1
3852;CO;Female;Degree;0,065945418;2;2
3853;DE;Other;Secondary;0,537291734;4;1
3854;EG;Other;Post-graduate qualifications;0,528131152;1;3
3855;CO;Other;Secondary;0,495163046;4;2
3856;NG;Female;None;0,049679873;6;0
3857;DE;Other;Post-graduate qualifications;0,513394253;1;1
3858;CO;Male;Further education;0,939835728;3;2
3859;NG;Female;Secondary;0,06767653;4;0
3860;EG;Female;Secondary;0,067950659;4;3
3861;DE;Female;Secondary;0,29934872;4;1
3862;NG;Female;Degree;0,184026336;2;0
3863;MY;Other;Degree;0,460997303;2;4
3864;CO;Other;None;0,408514077;6;2
3865;NG;Other;Degree;0,478882516;2;0
3866;CO;Female;None;0,141695428;6;2
3867;MY;Female;Degree;0,274900683;2;4
3868;EG;Male;Post-graduate qualifications;0,728358074;1;3
3869;MY;Other;Further education;0,423752435;3;4
3870;EG;Male;Primary;0,778115592;5;3
3871;DE;Female;Degree;0,29903389;2;1
3872;MY;Other;Primary;0,581443707;5;4
3873;EG;Male;Post-graduate qualifications;0,937011694;1;3
3874;MY;Female;None;0,138487825;6;4
3875;NG;Other;Post-graduate qualifications;0,541331109;1;0
3876;NG;Other;Post-graduate qualifications;0,586189895;1;0
3877;DE;Female;Degree;0,150064912;2;1
3878;EG;Male;Further education;0,770463463;3;3
3879;NG;Female;None;0,109668646;6;0
3880;DE;Other;None;0,521410254;6;1
3881;DE;Female;Further education;0,29252623;3;1
3882;DE;Male;None;0,945514084;6;1
3883;DE;Male;Secondary;0,904221721;4;1
3884;EG;Male;Further education;0,854208553;3;3
3885;NG;Other;Further education;0,446804053;3;0
3886;EG;Male;None;0,829993401;6;3
3887;MY;Male;Degree;0,83552031;2;4
3888;MY;Female;Degree;0,370680133;2;4
3889;CO;Male;Degree;0,775040644;2;2
3890;MY;Female;Further education;0,291888383;3;4
3891;NG;Male;None;0,617060864;6;0
3892;EG;Female;Primary;0,0040096;5;3
3893;CO;Male;Post-graduate qualifications;0,933243062;1;2
3894;NG;Female;None;0,289694328;6;0
3895;DE;Other;Further education;0,40075756;3;1
3896;DE;Other;Degree;0,566604625;2;1
3897;EG;Male;Secondary;0,656407455;4;3
3898;NG;Male;Further education;0,913494821;3;0
3899;MY;Female;Secondary;0,336515668;4;4
3900;DE;Other;None;0,440342756;6;1
3901;MY;Female;Further education;0,150618837;3;4
3902;MY;Female;Degree;0,327195927;2;4
3903;DE;Male;Secondary;0,699936334;4;1
3904;MY;Male;Primary;0,76236667;5;4
3905;NG;Other;Further education;0,443417383;3;0
3906;NG;Female;Degree;0,187430464;2;0
3907;MY;Other;Further education;0,579542526;3;4
3908;CO;Other;Post-graduate qualifications;0,599517089;1;2
3909;DE;Female;None;0,074084514;6;1
3910;CO;Male;Further education;0,954714596;3;2
3911;NG;Male;Primary;0,924730977;5;0
3912;CO;Female;Degree;0,111247129;2;2
3913;MY;Female;Primary;0,224490514;5;4
3914;MY;Female;Further education;0,193483361;3;4
3915;DE;Female;Primary;0,073432884;5;1
3916;CO;Female;Degree;0,080346322;2;2
3917;EG;Male;Primary;0,995890715;5;3
3918;MY;Male;Primary;0,879945424;5;4
3919;MY;Other;Primary;0,55967971;5;4
3920;EG;Male;Secondary;0,603610184;4;3
3921;CO;Female;Primary;0,057366625;5;2
3922;EG;Male;Primary;0,961146745;5;3
3923;MY;Female;Primary;0,218229098;5;4
3924;CO;Male;Primary;0,918140743;5;2
3925;NG;Female;Secondary;0,099865802;4;0
3926;CO;Male;Secondary;0,626110575;4;2
3927;EG;Male;Further education;0,674759542;3;3
3928;NG;Female;Post-graduate qualifications;0,347717669;1;0
3929;NG;Female;Secondary;0,145248638;4;0
3930;EG;Female;Primary;0,343480809;5;3
3931;CO;Female;Degree;0,337598442;2;2
3932;MY;Male;Degree;0,868116827;2;4
3933;MY;Male;Further education;0,817716328;3;4
3934;DE;Female;Further education;0,198193449;3;1
3935;MY;Other;None;0,454811335;6;4
3936;DE;Female;Post-graduate qualifications;0,23911338;1;1
3937;MY;Other;Post-graduate qualifications;0,519692842;1;4
3938;EG;Female;Further education;0,075383608;3;3
3939;EG;Female;None;0,399286661;6;3
3940;EG;Other;Primary;0,586861178;5;3
3941;DE;Female;Secondary;0,339366254;4;1
3942;EG;Female;Further education;0,318910589;3;3
3943;EG;Female;Degree;0,255959137;2;3
3944;EG;Male;Further education;0,771771416;3;3
3945;EG;Male;Primary;0,82078738;5;3
3946;NG;Male;Degree;0,850695259;2;0
3947;EG;Male;None;0,819934877;6;3
3948;DE;Male;Degree;0,704700256;2;1
3949;CO;Female;None;0,220293874;6;2
3950;EG;Female;Post-graduate qualifications;0,349383416;1;3
3951;MY;Male;Secondary;0,61029694;4;4
3952;EG;Female;None;0,27811588;6;3
3953;CO;Other;Secondary;0,559416651;4;2
3954;NG;Male;Primary;0,745606945;5;0
3955;MY;Female;Degree;0,234197961;2;4
3956;CO;Female;Further education;0,143256898;3;2
3957;NG;Male;None;0,860490342;6;0
3958;MY;Female;Secondary;0,028878485;4;4
3959;DE;Male;None;0,658950053;6;1
3960;MY;Female;None;0,334263372;6;4
3961;CO;Female;Further education;0,170140223;3;2
3962;DE;Male;None;0,621033987;6;1
3963;DE;Other;Primary;0,464108485;5;1
3964;CO;Female;None;0,16773407;6;2
3965;DE;Female;Secondary;0,231484384;4;1
3966;NG;Female;Post-graduate qualifications;0,389203845;1;0
3967;CO;Female;Primary;0,029769772;5;2
3968;NG;Other;Primary;0,512439898;5;0
3969;CO;Other;Secondary;0,574243792;4;2
3970;DE;Female;None;0,108738054;6;1
3971;EG;Male;Degree;0,801208843;2;3
3972;MY;Other;None;0,521806113;6;4
3973;EG;Female;Primary;0,169639692;5;3
3974;EG;Male;Primary;0,645884179;5;3
3975;NG;Other;Post-graduate qualifications;0,462789729;1;0
3976;NG;Other;Secondary;0,577602953;4;0
3977;NG;Other;Primary;0,485347907;5;0
3978;NG;Other;Degree;0,40532024;2;0
3979;MY;Female;Degree;0,077069338;2;4
3980;MY;Male;None;0,907695327;6;4
3981;DE;Female;Primary;0,059815551;5;1
3982;DE;Male;None;0,86054181;6;1
3983;NG;Male;None;0,779860695;6;0
3984;MY;Female;Primary;0,122450546;5;4
3985;MY;Male;Degree;0,669966587;2;4
3986;CO;Male;None;0,799404208;6;2
3987;DE;Female;Further education;0,190867181;3;1
3988;CO;Male;None;0,835602406;6;2
3989;MY;Female;Primary;0,338709633;5;4
3990;NG;Female;Post-graduate qualifications;0,38479178;1;0
3991;CO;Male;Secondary;0,75469151;4;2
3992;DE;Male;Further education;0,724061918;3;1
3993;EG;Male;Secondary;0,617229914;4;3
3994;NG;Male;Secondary;0,789467926;4;0
3995;NG;Other;Degree;0,506754232;2;0
3996;NG;Other;Primary;0,50266162;5;0
3997;NG;Other;Degree;0,425125479;2;0
3998;EG;Female;Further education;0,35945871;3;3
3999;EG;Other;Secondary;0,543032019;4;3
4000;NG;Male;Further education;0,607825861;3;0
4001;DE;Male;Degree;0,659588485;2;1
4002;NG;Female;Further education;0,129612496;3;0
4003;NG;Female;None;0,229746085;6;0
4004;MY;Female;Further education;0,028301111;3;4
4005;CO;Female;None;0,237596109;6;2
4006;EG;Other;Post-graduate qualifications;0,555204518;1;3
4007;EG;Male;None;0,695222626;6;3
4008;EG;Female;Primary;0,202644029;5;3
4009;CO;Other;Post-graduate qualifications;0,522995807;1;2
4010;DE;Other;Degree;0,549715027;2;1
4011;DE;Male;Degree;0,826243723;2;1
4012;EG;Male;Post-graduate qualifications;0,739713292;1;3
4013;CO;Other;Degree;0,454292887;2;2
4014;EG;Female;Secondary;0,047171606;4;3
4015;DE;Male;Secondary;0,838468704;4;1
4016;MY;Male;Degree;0,773244878;2;4
4017;NG;Male;Post-graduate qualifications;0,833649875;1;0
4018;DE;Other;Degree;0,520739766;2;1
4019;MY;Female;None;0,169921125;6;4
4020;CO;Female;Further education;0,31668893;3;2
4021;EG;Female;None;0,083980608;6;3
4022;DE;Other;Post-graduate qualifications;0,446335779;1;1
4023;EG;Male;Further education;0,88494718;3;3
4024;DE;Male;Degree;0,763766142;2;1
4025;DE;Male;Further education;0,96178402;3;1
4026;CO;Female;Secondary;0,114634436;4;2
4027;MY;Other;Degree;0,451423316;2;4
4028;EG;Male;Degree;0,737257266;2;3
4029;CO;Female;Further education;0,344617333;3;2
4030;EG;Male;None;0,786556999;6;3
4031;CO;Female;Primary;0,148330352;5;2
4032;MY;Female;Degree;0,067903494;2;4
4033;EG;Female;Degree;0,318113646;2;3
4034;EG;Male;None;0,999971006;6;3
4035;CO;Male;Secondary;0,816381854;4;2
4036;MY;Other;None;0,494399275;6;4
4037;CO;Male;Degree;0,756490089;2;2
4038;NG;Other;Further education;0,545706333;3;0
4039;MY;Female;Further education;0,185380299;3;4
4040;DE;Male;Primary;0,798466684;5;1
4041;NG;Other;Primary;0,497631593;5;0
4042;DE;Male;None;0,687358221;6;1
4043;CO;Female;Degree;0,230346464;2;2
4044;NG;Female;Post-graduate qualifications;0,304720683;1;0
4045;DE;Female;Further education;0,325486535;3;1
4046;NG;Female;Secondary;0,29282809;4;0
4047;NG;Other;Degree;0,571697549;2;0
4048;DE;Male;Secondary;0,61102806;4;1
4049;CO;Male;Primary;0,991706439;5;2
4050;MY;Female;None;0,26079717;6;4
4051;EG;Female;Secondary;0,05910046;4;3
4052;MY;Male;Primary;0,684474078;5;4
4053;MY;Female;Post-graduate qualifications;0,062849016;1;4
4054;NG;Male;None;0,907457328;6;0
4055;MY;Male;Primary;0,612189958;5;4
4056;EG;Male;Further education;0,980627163;3;3
4057;NG;Male;Primary;0,948367199;5;0
4058;MY;Male;Degree;0,631884103;2;4
4059;MY;Female;Degree;0,017786704;2;4
4060;NG;Female;Post-graduate qualifications;0,324561999;1;0
4061;DE;Other;Degree;0,572046969;2;1
4062;MY;Female;None;0,396019011;6;4
4063;CO;Male;Secondary;0,812771244;4;2
4064;CO;Male;None;0,76608339;6;2
4065;DE;Male;Degree;0,793942761;2;1
4066;CO;Female;Secondary;0,259697248;4;2
4067;MY;Female;Secondary;0,099829206;4;4
4068;EG;Other;Degree;0,403204606;2;3
4069;DE;Female;Further education;0,297735291;3;1
4070;MY;Male;Further education;0,852146682;3;4
4071;EG;Male;Primary;0,923666227;5;3
4072;CO;Other;Degree;0,579618407;2;2
4073;EG;Male;Secondary;0,988677526;4;3
4074;NG;Female;Degree;0,081128732;2;0
4075;DE;Other;Secondary;0,41975268;4;1
4076;CO;Other;Primary;0,571120062;5;2
4077;NG;Male;Further education;0,696181009;3;0
4078;NG;Male;Primary;0,73921926;5;0
4079;CO;Female;Post-graduate qualifications;0,304585986;1;2
4080;DE;Female;Secondary;0,235810368;4;1
4081;DE;Female;Primary;0,257196772;5;1
4082;MY;Female;Post-graduate qualifications;0,143523173;1;4
4083;EG;Male;Primary;0,637072173;5;3
4084;CO;Male;Primary;0,769620401;5;2
4085;NG;Female;None;0,016118047;6;0
4086;MY;Male;Primary;0,785848292;5;4
4087;NG;Male;Post-graduate qualifications;0,855641102;1;0
4088;DE;Female;Secondary;0,22554687;4;1
4089;MY;Other;Secondary;0,537408544;4;4
4090;EG;Female;Further education;0,261147531;3;3
4091;EG;Other;Further education;0,554156189;3;3
4092;DE;Female;Post-graduate qualifications;0,013050303;1;1
4093;MY;Male;None;0,842475352;6;4
4094;MY;Male;Post-graduate qualifications;0,729396155;1;4
4095;MY;Female;Secondary;0,12869113;4;4
4096;DE;Male;Primary;0,809174856;5;1
4097;EG;Female;Degree;0,380678424;2;3
4098;MY;Male;Secondary;0,699400198;4;4
4099;DE;Female;Further education;0,397040686;3;1
4100;MY;Female;Post-graduate qualifications;0,183447826;1;4
4101;CO;Male;Post-graduate qualifications;0,819578836;1;2
4102;DE;Female;None;0,000972686;6;1
4103;NG;Male;Secondary;0,920063457;4;0
4104;CO;Other;Secondary;0,562753214;4;2
4105;CO;Male;None;0,781358928;6;2
4106;NG;Male;Further education;0,718828719;3;0
4107;NG;Male;Further education;0,877123652;3;0
4108;DE;Female;Secondary;0,14674375;4;1
4109;CO;Female;Further education;0,315039868;3;2
4110;NG;Female;Degree;0,335940546;2;0
4111;CO;Male;Further education;0,946559378;3;2
4112;NG;Other;Degree;0,461054134;2;0
4113;CO;Female;Primary;0,287106323;5;2
4114;CO;Male;None;0,909912673;6;2
4115;EG;Other;Degree;0,41735062;2;3
4116;EG;Male;Secondary;0,964431823;4;3
4117;DE;Male;Primary;0,846485222;5;1
4118;DE;Female;Primary;0,016710193;5;1
4119;NG;Male;Degree;0,832208187;2;0
4120;MY;Male;None;0,760317735;6;4
4121;NG;Female;None;0,31651731;6;0
4122;EG;Male;Secondary;0,931568346;4;3
4123;NG;Other;Secondary;0,47233828;4;0
4124;EG;Male;Primary;0,929322701;5;3
4125;CO;Male;Degree;0,62623632;2;2
4126;DE;Male;Degree;0,628526803;2;1
4127;CO;Other;Degree;0,499810957;2;2
4128;EG;Female;Degree;0,111404811;2;3
4129;EG;Female;Primary;0,353311462;5;3
4130;DE;Other;None;0,510875181;6;1
4131;MY;Male;None;0,601767286;6;4
4132;DE;Male;None;0,793388744;6;1
4133;CO;Male;Post-graduate qualifications;0,618966685;1;2
4134;DE;Other;Secondary;0,570299247;4;1
4135;DE;Male;Primary;0,965233988;5;1
4136;EG;Male;None;0,717964204;6;3
4137;EG;Female;Secondary;0,005727294;4;3
4138;DE;Other;Degree;0,441985951;2;1
4139;EG;Male;Degree;0,609862377;2;3
4140;CO;Female;None;0,152998766;6;2
4141;CO;Female;Secondary;0,306128228;4;2
4142;EG;Other;Degree;0,434228565;2;3
4143;NG;Male;Post-graduate qualifications;0,994508592;1;0
4144;DE;Male;Post-graduate qualifications;0,90179788;1;1
4145;MY;Female;None;0,019646452;6;4
4146;CO;Female;Degree;0,075105763;2;2
4147;EG;Male;Further education;0,832670721;3;3
4148;DE;Other;None;0,553811522;6;1
4149;EG;Other;Primary;0,529597167;5;3
4150;DE;Male;None;0,760377706;6;1
4151;CO;Male;Degree;0,640166405;2;2
4152;DE;Female;Primary;0,200995983;5;1
4153;MY;Other;Post-graduate qualifications;0,514948903;1;4
4154;MY;Other;Post-graduate qualifications;0,503661633;1;4
4155;MY;Female;Secondary;0,018134221;4;4
4156;EG;Male;Degree;0,702369968;2;3
4157;DE;Male;Further education;0,689251433;3;1
4158;EG;Other;Post-graduate qualifications;0,485152661;1;3
4159;NG;Male;Post-graduate qualifications;0,636049981;1;0
4160;MY;Male;Secondary;0,881197756;4;4
4161;CO;Female;Post-graduate qualifications;0,317367682;1;2
4162;NG;Male;Post-graduate qualifications;0,9677285;1;0
4163;EG;Other;Primary;0,514363986;5;3
4164;EG;Male;Degree;0,732281275;2;3
4165;DE;Male;Further education;0,699996532;3;1
4166;MY;Male;Primary;0,660952096;5;4
4167;EG;Male;Primary;0,855098004;5;3
4168;CO;Other;None;0,516077631;6;2
4169;MY;Female;Further education;0,358751321;3;4
4170;EG;Other;Degree;0,555304938;2;3
4171;DE;Male;Secondary;0,654349948;4;1
4172;DE;Female;Post-graduate qualifications;0,07735698;1;1
4173;NG;Female;Secondary;0,054354596;4;0
4174;NG;Male;Primary;0,803356045;5;0
4175;CO;Other;Post-graduate qualifications;0,517146009;1;2
4176;DE;Female;None;0,160859994;6;1
4177;MY;Male;Post-graduate qualifications;0,90827798;1;4
4178;NG;Male;Degree;0,648743738;2;0
4179;DE;Male;Degree;0,815605259;2;1
4180;DE;Female;Primary;0,36265288;5;1
4181;MY;Other;Degree;0,426460778;2;4
4182;CO;Female;Secondary;0,203967059;4;2
4183;DE;Male;Degree;0,832611991;2;1
4184;MY;Male;Further education;0,729766568;3;4
4185;MY;Female;Post-graduate qualifications;0,102885593;1;4
4186;DE;Female;Further education;0,222959119;3;1
4187;NG;Male;Post-graduate qualifications;0,942774351;1;0
4188;CO;Other;None;0,48882536;6;2
4189;NG;Other;Further education;0,591913303;3;0
4190;MY;Female;Secondary;0,375077231;4;4
4191;CO;Male;None;0,987360472;6;2
4192;CO;Male;Further education;0,673154931;3;2
4193;NG;Female;Further education;0,371377137;3;0
4194;CO;Male;Secondary;0,905263251;4;2
4195;EG;Female;Degree;0,14927284;2;3
4196;DE;Female;Secondary;0,367916772;4;1
4197;NG;Male;Primary;0,822384816;5;0
4198;EG;Other;None;0,468015886;6;3
4199;EG;Male;Primary;0,60338617;5;3
4200;MY;Female;Further education;0,36470285;3;4
4201;DE;Male;Secondary;0,697405706;4;1
4202;MY;Female;Post-graduate qualifications;0,333639169;1;4
4203;EG;Female;Primary;0,249301603;5;3
4204;EG;Other;Secondary;0,465795365;4;3
4205;NG;Female;Post-graduate qualifications;0,376336513;1;0
4206;DE;Female;Post-graduate qualifications;0,115719559;1;1
4207;CO;Female;Post-graduate qualifications;0,395517582;1;2
4208;EG;Other;Degree;0,52352544;2;3
4209;MY;Other;Further education;0,520776109;3;4
4210;MY;Other;Post-graduate qualifications;0,537183476;1;4
4211;MY;Other;None;0,477318835;6;4
4212;DE;Other;Further education;0,589904922;3;1
4213;CO;Other;Primary;0,487619058;5;2
4214;EG;Male;Degree;0,676437541;2;3
4215;NG;Male;Primary;0,620147409;5;0
4216;NG;Other;Primary;0,480584365;5;0
4217;CO;Female;Further education;0,104510577;3;2
4218;EG;Female;None;0,216895297;6;3
4219;CO;Male;Secondary;0,935716456;4;2
4220;CO;Other;Secondary;0,524489635;4;2
4221;CO;Female;Further education;0,17038477;3;2
4222;CO;Female;Secondary;0,258012759;4;2
4223;EG;Male;Degree;0,676492218;2;3
4224;CO;Male;Secondary;0,987700455;4;2
4225;NG;Male;Degree;0,74897368;2;0
4226;CO;Female;Post-graduate qualifications;0,09425243;1;2
4227;MY;Male;Primary;0,959784766;5;4
4228;CO;Male;Primary;0,972970775;5;2
4229;EG;Male;Post-graduate qualifications;0,703303228;1;3
4230;NG;Female;None;0,237441231;6;0
4231;NG;Male;Secondary;0,871994704;4;0
4232;NG;Female;Primary;0,286175539;5;0
4233;DE;Other;Secondary;0,503739186;4;1
4234;CO;Male;Post-graduate qualifications;0,928541093;1;2
4235;CO;Female;Secondary;0,139274845;4;2
4236;MY;Female;Post-graduate qualifications;0,208900215;1;4
4237;NG;Female;Post-graduate qualifications;0,101994411;1;0
4238;MY;Female;None;0,183068016;6;4
4239;MY;Female;Degree;0,218054884;2;4
4240;EG;Male;Post-graduate qualifications;0,730751632;1;3
4241;NG;Male;Primary;0,761872764;5;0
4242;CO;Female;Further education;0,072659119;3;2
4243;MY;Other;Degree;0,530028664;2;4
4244;NG;Female;Degree;0,328092381;2;0
4245;NG;Female;Primary;0,107688416;5;0
4246;MY;Male;None;0,635378922;6;4
4247;DE;Other;Secondary;0,469109487;4;1
4248;MY;Other;None;0,480012552;6;4
4249;CO;Other;Primary;0,431403971;5;2
4250;DE;Female;Primary;0,072970562;5;1
4251;CO;Male;Secondary;0,703239516;4;2
4252;DE;Male;Further education;0,888070228;3;1
4253;MY;Male;Secondary;0,990855159;4;4
4254;DE;Female;Secondary;0,163706392;4;1
4255;DE;Female;Further education;0,261256176;3;1
4256;NG;Male;None;0,892866823;6;0
4257;DE;Male;Primary;0,853351264;5;1
4258;NG;Female;None;0,102496039;6;0
4259;NG;Male;Secondary;0,923693856;4;0
4260;MY;Female;Post-graduate qualifications;0,177857593;1;4
4261;NG;Male;Secondary;0,897328259;4;0
4262;EG;Female;Primary;0,079162303;5;3
4263;DE;Female;Degree;0,20549631;2;1
4264;MY;Female;Further education;0,000492766;3;4
4265;MY;Female;Post-graduate qualifications;0,35625745;1;4
4266;DE;Male;Post-graduate qualifications;0,813658517;1;1
4267;CO;Female;Primary;0,018414985;5;2
4268;NG;Female;Primary;0,168272455;5;0
4269;MY;Female;Further education;0,201681091;3;4
4270;EG;Female;Further education;0,386388922;3;3
4271;DE;Other;Further education;0,503159348;3;1
4272;NG;Male;Further education;0,978019354;3;0
4273;MY;Female;Secondary;0,034865218;4;4
4274;NG;Other;Post-graduate qualifications;0,444829082;1;0
4275;CO;Male;None;0,661698141;6;2
4276;EG;Female;Post-graduate qualifications;0,099858279;1;3
4277;MY;Female;Further education;0,368207665;3;4
4278;NG;Male;Further education;0,874377949;3;0
4279;NG;Female;Primary;0,221631171;5;0
4280;EG;Male;Secondary;0,77378167;4;3
4281;NG;Female;Further education;0,366767639;3;0
4282;CO;Male;None;0,640415565;6;2
4283;NG;Other;Degree;0,53514543;2;0
4284;DE;Male;Further education;0,657323505;3;1
4285;MY;Male;Primary;0,847887769;5;4
4286;CO;Female;None;0,018028095;6;2
4287;CO;Female;Degree;0,121298075;2;2
4288;EG;Male;Primary;0,676326812;5;3
4289;DE;Female;Secondary;0,389683553;4;1
4290;NG;Male;Further education;0,737311249;3;0
4291;CO;Female;Degree;0,285357426;2;2
4292;NG;Female;Secondary;0,394801807;4;0
4293;MY;Other;Secondary;0,575328565;4;4
4294;EG;Male;Degree;0,931210564;2;3
4295;EG;Female;None;0,297802011;6;3
4296;EG;Male;Primary;0,950574868;5;3
4297;MY;Female;Post-graduate qualifications;0,113630926;1;4
4298;MY;Male;Secondary;0,833898305;4;4
4299;MY;Male;Post-graduate qualifications;0,880422665;1;4
4300;EG;Male;Primary;0,846329297;5;3
4301;MY;Male;Secondary;0,946269376;4;4
4302;DE;Male;Primary;0,708184824;5;1
4303;CO;Male;Degree;0,864088531;2;2
4304;MY;Female;Secondary;0,029089584;4;4
4305;CO;Male;None;0,935837796;6;2
4306;MY;Male;Degree;0,720927628;2;4
4307;NG;Male;Further education;0,895148632;3;0
4308;EG;Male;Degree;0,631291646;2;3
4309;CO;Male;Degree;0,696134903;2;2
4310;EG;Male;Degree;0,752202723;2;3
4311;DE;Male;Degree;0,906196332;2;1
4312;NG;Other;Primary;0,558001194;5;0
4313;DE;Male;Secondary;0,689347007;4;1
4314;NG;Other;Degree;0,515526148;2;0
4315;EG;Male;Post-graduate qualifications;0,88233954;1;3
4316;NG;Male;Secondary;0,889531773;4;0
4317;EG;Male;Primary;0,81110163;5;3
4318;EG;Male;Primary;0,888077796;5;3
4319;NG;Female;Secondary;0,111038026;4;0
4320;EG;Male;None;0,876943587;6;3
4321;NG;Other;Primary;0,54797481;5;0
4322;CO;Other;Degree;0,46483266;2;2
4323;MY;Female;Primary;0,130380076;5;4
4324;EG;Female;Post-graduate qualifications;0,237571065;1;3
4325;EG;Male;Further education;0,973610752;3;3
4326;CO;Male;Secondary;0,693438507;4;2
4327;NG;Other;None;0,44329144;6;0
4328;MY;Female;None;0,057651707;6;4
4329;NG;Female;None;0,197102986;6;0
4330;EG;Male;Further education;0,813456086;3;3
4331;EG;Male;Post-graduate qualifications;0,966726676;1;3
4332;MY;Female;None;0,202525284;6;4
4333;CO;Male;Degree;0,921097622;2;2
4334;EG;Male;Degree;0,97986445;2;3
4335;DE;Male;None;0,690403517;6;1
4336;CO;Female;Primary;0,087957863;5;2
4337;EG;Male;Further education;0,659978196;3;3
4338;DE;Male;Degree;0,65554154;2;1
4339;EG;Other;Post-graduate qualifications;0,58901966;1;3
4340;EG;Female;Degree;0,149922214;2;3
4341;CO;Other;Further education;0,562860875;3;2
4342;DE;Male;Further education;0,722929033;3;1
4343;DE;Other;Further education;0,562410078;3;1
4344;DE;Male;Primary;0,960904182;5;1
4345;MY;Male;Post-graduate qualifications;0,845408317;1;4
4346;NG;Male;Primary;0,813212482;5;0
4347;DE;Male;None;0,93323269;6;1
4348;EG;Male;Degree;0,652512452;2;3
4349;DE;Female;Primary;0,357248737;5;1
4350;CO;Female;Primary;0,060954123;5;2
4351;EG;Other;Further education;0,441460128;3;3
4352;NG;Female;Post-graduate qualifications;0,113816926;1;0
4353;EG;Male;Secondary;0,836147929;4;3
4354;EG;Female;Degree;0,188410261;2;3
4355;NG;Male;Further education;0,715093308;3;0
4356;DE;Female;None;0,335470507;6;1
4357;NG;Male;Further education;0,649010727;3;0
4358;MY;Other;Primary;0,407822633;5;4
4359;NG;Male;Degree;0,716472106;2;0
4360;EG;Male;Further education;0,809582836;3;3
4361;EG;Male;None;0,677304415;6;3
4362;DE;Female;Primary;0,178439797;5;1
4363;MY;Female;Post-graduate qualifications;0,196285332;1;4
4364;NG;Female;Degree;0,07106158;2;0
4365;EG;Other;Degree;0,482378358;2;3
4366;CO;Female;Secondary;0,153015982;4;2
4367;EG;Female;None;0,285365975;6;3
4368;MY;Male;Secondary;0,931271797;4;4
4369;DE;Female;Further education;0,365277827;3;1
4370;EG;Male;Degree;0,800567684;2;3
4371;NG;Other;None;0,494049365;6;0
4372;CO;Male;Primary;0,644758649;5;2
4373;NG;Male;Post-graduate qualifications;0,688862011;1;0
4374;DE;Male;Degree;0,8782924;2;1
4375;MY;Female;Further education;0,043701065;3;4
4376;NG;Female;Post-graduate qualifications;0,069008834;1;0
4377;DE;Female;Further education;0,006112367;3;1
4378;EG;Female;Degree;0,083965002;2;3
4379;DE;Male;Primary;0,684179016;5;1
4380;MY;Male;Further education;0,635181081;3;4
4381;DE;Female;Primary;0,008546139;5;1
4382;MY;Female;Further education;0,102503014;3;4
